Assertion ID 	Assertion	Agreement Score 	Issue
656	Children should be taught truthfullt and freely.	0.7272727272727273	Creationism in school curricula
678	All the kids should have the option to choose their religion.	0.7272727272727273	Creationism in school curricula
625	Religion should not be imposed.	0.7142857142857142	Creationism in school curricula
569	Religion belief should be respected.	0.7073170731707317	Creationism in school curricula
615	Teachers should adhere to the curriculum provided by the school district.	0.7037037037037037	Creationism in school curricula
617	Inclusion is always better than seclusion.	0.6956521739130435	Creationism in school curricula
685	Children are pliable.	0.6923076923076923	Creationism in school curricula
634	Students should have the freedom to learn creationism if they wish.	0.6923076923076923	Creationism in school curricula
659	Children should know these things from a young age.	0.6799999999999999	Creationism in school curricula
576	Everyone should be free of thought.	0.6595744680851063	Creationism in school curricula
633	Help open to different opinions.	0.6538461538461537	Creationism in school curricula
607	Teachers should teach all viewpoints on evolution and creationism in school.	0.6470588235294117	Creationism in school curricula
657	Schools should accept different points of view.	0.631578947368421	Creationism in school curricula
665	Freedom of Speech should be allowed for others and a person of common sense and decency will not abuse this right.	0.627906976744186	Creationism in school curricula
564	Freedom of religion is protected by the consitution.	0.625	Creationism in school curricula
583	Students also hear the about creation and be presented with evidence for creation.	0.6190476190476191	Creationism in school curricula
661	Parents should teach teir beliefs to their children.	0.6111111111111112	Creationism in school curricula
565	Teaching creationism as well as evolution gives students freedom to choose.	0.6086956521739131	Creationism in school curricula
640	Childrens should have the option to participate or not in the religious activities on school.	0.6086956521739131	Creationism in school curricula
646	Knowing about Creationism is important.	0.6000000000000001	Creationism in school curricula
588	Education should broaden our horizons. Showing the differences between evolution and creationism allows each student to choose.	0.5833333333333333	Creationism in school curricula
682	Teachers should not be allowed to teach whatever they wish.	0.5833333333333333	Creationism in school curricula
562	Creationism can be mentioned in school as something some people believe.	0.5789473684210527	Creationism in school curricula
563	Parents should help teachers with chats at home.	0.5714285714285714	Creationism in school curricula
567	People should be allowed to wear any religious symbols they choose.	0.5714285714285714	Creationism in school curricula
677	Creationism should not be denied by those who do not believe and evolution as science and verifiable fact should be accepted teaching as well.	0.5555555555555556	Creationism in school curricula
662	Freedom of speech does not include the freedom to preach lies as fact.	0.5454545454545454	Creationism in school curricula
637	We are a multicultural society. Differences in the way people choose to live should be taught in the classroom.	0.5428571428571429	Creationism in school curricula
580	If creationism is taught, then everyone others belief system should be taught.	0.5416666666666667	Creationism in school curricula
620	Not eveyrone is interested in religion.	0.5416666666666667	Creationism in school curricula
605	Teachers who wished to present a balanced approach to this particular hypothesis should be free.	0.5348837209302326	Creationism in school curricula
658	Religious schools can teach creationism if that is that is their religion's belief.	0.5294117647058822	Creationism in school curricula
612	An additional educational subject could be included for this topic.	0.5238095238095237	Creationism in school curricula
668	The theory of evolution is a very solid theory that the vast majority of scientists agree upon.	0.5217391304347827	Creationism in school curricula
641	We must separate church and state.	0.52	Creationism in school curricula
627	Evolution is accepted science.	0.5121951219512195	Creationism in school curricula
626	Teachers should teach creationism and evolution to broaden the students minds.	0.5111111111111111	Creationism in school curricula
623	Children have the right to choose their own religion in their school.	0.5111111111111111	Creationism in school curricula
596	Parents should have a say in what they want their children tought.	0.510204081632653	Creationism in school curricula
636	Our school kids deserve the right to hear about creation in school.	0.5	Creationism in school curricula
647	The uniqueness that each student brings to the classroom should be celebrated by allowing each student the opportunity to show and tell anything - including their AWANA book, a Bible, the Koran, a hajib, etc.	0.48	Creationism in school curricula
602	Creationism is not backed by science.	0.4761904761904762	Creationism in school curricula
669	All theories should be taught in school.	0.4761904761904762	Creationism in school curricula
643	Students should have a choice of what they want to be tought.	0.4545454545454546	Creationism in school curricula
645	Religion should not be enforced in schools but should be taught.	0.4545454545454546	Creationism in school curricula
673	The children should know about this.	0.4545454545454546	Creationism in school curricula
622	Allowing students the right to learn bothevolution and creationism opens their minds to understanding the views of others.	0.4468085106382979	Creationism in school curricula
610	Religion and education must be kept separate.	0.4222222222222223	Creationism in school curricula
591	Extremists should be banned from schools.	0.4222222222222223	Creationism in school curricula
557	Religion should not be in schools.	0.4090909090909091	Creationism in school curricula
585	We should not combine schools and religion.	0.40540540540540543	Creationism in school curricula
608	Teachers should not force students to learn evolution.	0.39999999999999997	Creationism in school curricula
568	Religious education should stay in the church and home.	0.39534883720930236	Creationism in school curricula
618	Children should learn religion at home, not in school.	0.3913043478260869	Creationism in school curricula
680	Teachers should not have freedom to teach whatever they wish as fact.	0.3877551020408163	Creationism in school curricula
638	People should be able to express their religion through symbols even at schools.	0.3877551020408163	Creationism in school curricula
598	Proponents of creationism only want their own religion taught in schools, no one else's.	0.375	Creationism in school curricula
644	Students should be able to learn what they are comfortable learning.	0.375	Creationism in school curricula
683	Our schools should teach facts, not beliefs.	0.37142857142857144	Creationism in school curricula
584	We should not ban religion signs in schools.	0.3636363636363636	Creationism in school curricula
603	Teaching fact, which can include Bible writings, should be the norm.	0.35000000000000003	Creationism in school curricula
574	People who want their kids to learn creationism can send their kids to a Christian school.	0.3333333333333333	Creationism in school curricula
655	By banning religious symbols you are banning people from expressing their diverse views.	0.3333333333333333	Creationism in school curricula
572	Teachers should not have freedom to teach whatever they want to teach to children.	0.3333333333333333	Creationism in school curricula
571	The theory of evolution has many inconcistencies.	0.30434782608695654	Creationism in school curricula
648	Religion belongs in church and at home, not in the federally-funded school system.	0.30000000000000004	Creationism in school curricula
639	Creationism is unscientific.	0.29411764705882354	Creationism in school curricula
664	God made science.	0.2820512820512821	Creationism in school curricula
660	The idea that creationists reject mutation or natural selection is ridiculous.	0.2682926829268293	Creationism in school curricula
575	Science must be taught in detail, not creationism which lacks any kind of facts.	0.2558139534883721	Creationism in school curricula
559	Scientific fact only should be taught in school.	0.2558139534883721	Creationism in school curricula
611	Give students the freedom to choose but do not teach them creationism.	0.25	Creationism in school curricula
614	Creationism is a first amendement right.	0.24	Creationism in school curricula
676	Parents should teach the creationism in house too.	0.24	Creationism in school curricula
578	Children should have the freedom to decide if they want to learn about either creationism or evolution or both.	0.2173913043478261	Creationism in school curricula
667	Children should have their own choice to learn what they want.	0.20930232558139533	Creationism in school curricula
621	Creationism should be taught at home only.	0.18367346938775508	Creationism in school curricula
649	Religious symbols do not have a place in public schools.	0.18181818181818182	Creationism in school curricula
593	Teachers should be able to say what they think as mentors.	0.15999999999999998	Creationism in school curricula
589	Creationism should be taught in school but so should evolution.	0.14999999999999997	Creationism in school curricula
629	Teaching only evolution does not discriminate religious people.	0.14285714285714285	Creationism in school curricula
628	Creationism is not taught in school because it violates separation of church and state.	0.1282051282051282	Creationism in school curricula
671	Attempts to conceal the creationism-evolution controversy from students are dogmatic promotions of evolution.	0.1282051282051282	Creationism in school curricula
586	Teaching creationism improves social union.	0.125	Creationism in school curricula
684	Religon must be taught in school.	0.10204081632653056	Creationism in school curricula
590	Religion has no place in education.	0.10000000000000003	Creationism in school curricula
609	Evolution should be the predominant discipline taught.	0.09803921568627455	Creationism in school curricula
670	Teaching evolution exclusively is dangerous to science and reason.	0.08571428571428569	Creationism in school curricula
579	Religious symbols should not be allowed in schools.	0.08000000000000002	Creationism in school curricula
675	Only teaching evolution is pushing students to think there are no other beliefs.	0.06666666666666665	Creationism in school curricula
587	Separation of church and state: The words SEPARATION and CHURCH are not in the US Constitution.	0.06122448979591838	Creationism in school curricula
613	Teaching Creationism is helpful.	0.04761904761904767	Creationism in school curricula
619	Religion has no place in a school.	0.023255813953488413	Creationism in school curricula
672	Creationism should not be tought in a classroom because it goes against some beliefs.	0.0	Creationism in school curricula
582	Teaching creationism's truth is necessary in upholding the truth of the Bible.	0.0	Creationism in school curricula
653	Creationism must be taught in school curriculum.	-0.025641025641025605	Creationism in school curricula
600	Creationism in school curricula should be full enforced.	-0.07407407407407413	Creationism in school curricula
654	Religion should be tantamount to science.	-0.08695652173913043	Creationism in school curricula
650	There should not be seperation between state and relegion.	-0.148936170212766	Creationism in school curricula
681	Teachers should not be able to teach students stuff that the students may not believe.	-0.148936170212766	Creationism in school curricula
652	Creationism is a good method that should be applied in all schools.	-0.14999999999999997	Creationism in school curricula
616	Public opinion is unimportant to whether creationism belongs in science classes.	-0.19999999999999996	Creationism in school curricula
599	The teachers should take a poll on whether to teach creationism.	-0.26086956521739135	Creationism in school curricula
573	Scince always must be first.	-0.2727272727272727	Creationism in school curricula
642	Schools can imply either a myopic or anti-religious outlook.	-0.30000000000000004	Creationism in school curricula
663	Public education should only focus on evolution.	-0.3023255813953489	Creationism in school curricula
635	Secularism should be strictly enforced in schools.	-0.3170731707317073	Creationism in school curricula
561	Christian religion should be promoted in schools.	-0.3469387755102041	Creationism in school curricula
601	Creationism should include just Christian beliefs versus evolution.	-0.45945945945945943	Creationism in school curricula
631	Atheists should be banned from schools.	-0.6000000000000001	Creationism in school curricula
841	States should do what they can to avoid voter fraud.	1.0	US Electoral System
703	The electoral system must be fair.	1.0	US Electoral System
855	The people should elect there leader.	0.9583333333333333	US Electoral System
875	Those who use negative tactics to win in the US Elector System should be ashamed of themselves.	0.9565217391304348	US Electoral System
772	All us citizens should be considered fairly.	0.9555555555555555	US Electoral System
750	delegates should be appointed in a clear and well defined fashion	0.9393939393939394	US Electoral System
839	All us citizens should be eligible to vote without discrimination.	0.9375	US Electoral System
835	The people should elect there leader	0.9111111111111112	US Electoral System
784	Requiring a photo id is a valid tool provided the accessibility of obtaining a photo id is not disproportionate based on racial or economic factors.	0.8918918918918919	US Electoral System
877	Election should be by ballot casting.	0.8918918918918919	US Electoral System
843	The US electoral system is the set of rules that determines how elections (the election of the President) are conducted	0.8823529411764706	US Electoral System
859	We should require a id to vote.	0.8799999999999999	US Electoral System
759	The electoral system should be more transparent.	0.875	US Electoral System
758	Photo id's should be presented to new citizens eligible to vote and those who have moved to different voting districts.	0.8695652173913044	US Electoral System
739	There should be a more secure identification system when voting	0.8636363636363635	US Electoral System
787	Both parties should be involved in determining electoral districts	0.8636363636363635	US Electoral System
882	People should have to have an id in order to vote.	0.8604651162790697	US Electoral System
881	All US citizens should have a right to vote no matter their location	0.8571428571428572	US Electoral System
766	Popular votes by the people should be the votes that determine the presidency	0.8518518518518519	US Electoral System
718	The people should have a say over the vote of the electoral	0.8333333333333333	US Electoral System
838	Popular votes are by the people and should be the determinance of a president by the people for the people.	0.826086956521739	US Electoral System
814	Popular vote should matter more in the US electoral system.	0.8222222222222222	US Electoral System
808	All elections should be based on vote count only.	0.8181818181818181	US Electoral System
704	States should do what they can to avoid voter fraud	0.8181818181818181	US Electoral System
874	All US citizens should be able to vote.	0.803921568627451	US Electoral System
745	Popular votes are by the people and should be the determinance of a president by the people for the people	0.7959183673469388	US Electoral System
868	The people should have a say over the vote of the electoral college.	0.7959183673469388	US Electoral System
799	All elections should be based on popular vote.	0.7948717948717949	US Electoral System
701	people should choose their leader	0.7916666666666667	US Electoral System
845	All regions that are part of the United States and are participants of the government should be allowed to vote.	0.7916666666666667	US Electoral System
778	Money should not determine the political candidate.	0.7872340425531914	US Electoral System
734	The election should be based on a national popular vote.	0.7826086956521738	US Electoral System
811	All people should have right to vote	0.7777777777777777	US Electoral System
752	The outcome of the system should be the peoples will	0.7727272727272727	US Electoral System
694	US overseas regions have the right to vote at presidential elections.	0.7647058823529411	US Electoral System
693	Voters should be required to be registered and with ID to vote on election day.	0.7551020408163265	US Electoral System
723	Candidates should not be selected by government	0.75	US Electoral System
771	The elections are the most important thing in American decisions.	0.75	US Electoral System
726	Swing states are given too much importance in the electoral college	0.7419354838709677	US Electoral System
797	All elections should be based on popular vote	0.7407407407407407	US Electoral System
763	The US Electoral System needs to be changed to more effectively represent individuals.	0.736842105263158	US Electoral System
749	Election should be by ballot casting	0.736842105263158	US Electoral System
809	Delegates should be appointed in a clear and well defined fashion.	0.7358490566037736	US Electoral System
688	We must include all US residents.	0.7297297297297298	US Electoral System
712	Swing states are given too much importance in the electoral college.	0.7272727272727273	US Electoral System
756	The popular vote should beat the electoral vote.	0.7209302325581395	US Electoral System
810	Swing states seem to dominate votes via the electoral college system.	0.7142857142857142	US Electoral System
879	US overseas regions should be allowed to vote.	0.7142857142857142	US Electoral System
717	The US electoral system is the set of rules that determines how elections (the election of the President) are conducted.	0.7142857142857142	US Electoral System
733	There must be a thorough review of the votes.	0.6981132075471699	US Electoral System
764	Election right should be open to all.	0.6956521739130435	US Electoral System
731	Technology allows us to take place more in a democracy.	0.6956521739130435	US Electoral System
753	All people should have right to vote.	0.6818181818181819	US Electoral System
762	All US citizens should have a right to vote no matter their location.	0.6818181818181819	US Electoral System
700	Electoral college should be monitored for corruption.	0.6744186046511629	US Electoral System
825	The electoral system needs to be revised.	0.6734693877551021	US Electoral System
832	elections should be based on popular votes	0.6734693877551021	US Electoral System
761	Popular votes by the people should be the votes that determine the presidency.	0.6734693877551021	US Electoral System
807	Photo id's should be presented at the ballot in cases of new residency.	0.6666666666666667	US Electoral System
883	More than two parties would make the system more fair.	0.6666666666666667	US Electoral System
853	All states should hold primaries on the same day.	0.6666666666666667	US Electoral System
850	The electors in the electoral college do not always vote for the candidate for which their state popularly voted.	0.6666666666666667	US Electoral System
722	There should be more than two parties.	0.6603773584905661	US Electoral System
736	Free and easy IDs should be able to be obtained so that  photo ID can be implemented	0.6585365853658536	US Electoral System
715	All states should adopt the popular vote.	0.6585365853658536	US Electoral System
791	Photo Id's can prevent voter fraud.	0.6521739130434783	US Electoral System
822	The electoral system should have more thought put into it.	0.6521739130434783	US Electoral System
842	The electoral college should not be more important than the majority vote.	0.6499999999999999	US Electoral System
820	Free and easy IDs should be able to be obtained so that photo ID can be implemented.	0.6444444444444444	US Electoral System
735	The system is archaic and needs to be updated.	0.6363636363636365	US Electoral System
856	Candidates should not be selected by government.	0.6296296296296295	US Electoral System
837	There should be a more secure identification system when voting.	0.6296296296296295	US Electoral System
802	The pepple should select the president not the electoral college.	0.625	US Electoral System
744	Swing states are no more important than other states	0.6190476190476191	US Electoral System
713	Popular vote is more accurathe than Electoral College.	0.6190476190476191	US Electoral System
819	The electoral college needs to be reevaluated.	0.6170212765957446	US Electoral System
721	The electoral system should be done different.	0.6153846153846154	US Electoral System
823	The person a majority of Americans favor may not win in the current system.	0.6097560975609757	US Electoral System
692	Having third parties would get more people to vote.	0.6097560975609757	US Electoral System
748	The electoral system has to much power.	0.6086956521739131	US Electoral System
728	Require a photo ID for every vote	0.607843137254902	US Electoral System
720	Elections should be based on popular votes.	0.6071428571428572	US Electoral System
848	No state should be allowed to award electoral votes on an all-or-nothing basis.	0.6000000000000001	US Electoral System
834	the electoral college needs to be reevaluated	0.6000000000000001	US Electoral System
796	the electoral college should not be more important than the majority vote	0.5918367346938775	US Electoral System
815	The US voting system is archaic	0.588235294117647	US Electoral System
710	The counting of votes should be done in presence of all the people	0.5833333333333333	US Electoral System
826	The Electoral System does not properly match representation of constituents.	0.5833333333333333	US Electoral System
788	The Electoral college does not cover overseas regions.	0.574468085106383	US Electoral System
861	The Electoral College is outdated.	0.5714285714285714	US Electoral System
781	The system should consist of more than two parties.	0.5652173913043479	US Electoral System
792	It is always opportune for a better national operation.	0.56	US Electoral System
880	Electoral College vote system is not the best system.	0.5555555555555556	US Electoral System
866	We should require a id for every vote	0.5555555555555556	US Electoral System
777	The issue includes whether all US overseas regions should be allowed to vote.	0.5416666666666667	US Electoral System
872	Voter ID should be required to vote.	0.5348837209302326	US Electoral System
878	The electoral college is limited due to a lack of diverse parties.	0.5319148936170213	US Electoral System
865	Both parties should be involved in determining electoral districts.	0.5294117647058822	US Electoral System
709	The electors should do their job by voting for the candidate that got the popular vote.	0.5294117647058822	US Electoral System
698	Gerrymandering creates unfair advantge for the party who is setting the electoral districts.	0.5294117647058822	US Electoral System
818	Everybody should have tolhe right to vote.	0.5238095238095237	US Electoral System
691	Media plays a role in the US Electoral System, and impacts all elections.	0.5238095238095237	US Electoral System
862	Gerrymandering creates unfair advantge for the party who is setting the electoral districts	0.5238095238095237	US Electoral System
755	Convicted felons who have completed their sentences should be allowed to vote.	0.5121951219512195	US Electoral System
789	The counting of votes should be done in presence of all the people.	0.5111111111111111	US Electoral System
746	Media plays a too big role in the US Electoral System and all elections.	0.5111111111111111	US Electoral System
714	Gerrymandering should be unethical and penalized	0.5	US Electoral System
786	Gerrymandering can create an unfair advantage for one party.	0.5	US Electoral System
849	The electoral college system gives too much importance to swing states.	0.5	US Electoral System
794	Smaller states should have as much power as large states.	0.5	US Electoral System
798	Gerrymandering should not be allowed.	0.5	US Electoral System
840	Politicians have control over the electoral system, and have ways to tilt it in their favor.	0.4901960784313726	US Electoral System
833	You have to digitize and monitor live the votes.	0.4901960784313726	US Electoral System
831	The system gives too much importance to the social status of representatives.	0.4871794871794872	US Electoral System
729	The electoral college should not be given too much priority	0.48571428571428577	US Electoral System
827	The electorial system is in place to make sure that high population areas do not make all the political decisions.	0.47826086956521735	US Electoral System
867	All territories are qualified to vote during the election.	0.4705882352941177	US Electoral System
708	We should require a photo ID for every vote.	0.4666666666666666	US Electoral System
706	The two parties are corrupt.	0.441860465116279	US Electoral System
732	The electoral system makes voting unfair.	0.4375	US Electoral System
697	The electoral college should be eliminated.	0.4358974358974359	US Electoral System
805	Photo id's should be presented in cases of new residency	0.43478260869565216	US Electoral System
852	No state should be allowed to award electoral votes on an all or nothing basis	0.43478260869565216	US Electoral System
806	US should start abolishing electoral voting system.	0.43478260869565216	US Electoral System
871	A good electoral system puts us as a world example	0.4285714285714286	US Electoral System
873	The US voting system is archaic.	0.4285714285714286	US Electoral System
775	We should have online voting so physical booths are not manipulated.	0.4181818181818182	US Electoral System
740	Gerrymandering creates unfair advantge for the party that creates the district.	0.411764705882353	US Electoral System
774	Thumb printing system should be used for votes.	0.4042553191489362	US Electoral System
686	These are the ideals set forth in the U.S. Constitution.	0.39999999999999997	US Electoral System
757	requiring photo ids to vote will place a burden on seniors, the poor, immigrants and lower socio economic groups	0.3913043478260869	US Electoral System
782	Polls should not be announced during the election, because they can influence voting behavior.	0.38888888888888884	US Electoral System
801	Employers should be required to close on election days so that their employees have enough time to vote.	0.3877551020408163	US Electoral System
869	Convicted felons who have completed their sentences should be allowed to vote	0.3846153846153846	US Electoral System
743	The elections are the most important thing in American decisions	0.3846153846153846	US Electoral System
793	Changing electoral districts to better reflect societal distributions will benefit the electoral system.	0.37777777777777777	US Electoral System
725	These electors typically vote for the candidate for which their state popularly voted.	0.37777777777777777	US Electoral System
884	Gerrymandering is unfair.	0.375	US Electoral System
844	The election should not be based on state votes.	0.37142857142857144	US Electoral System
705	Gerrymandering should be unethical and penalized.	0.3658536585365854	US Electoral System
846	Swing states seem to dominate votes via the electoral college system	0.36170212765957444	US Electoral System
695	The system gives too much importance to the social status	0.36000000000000004	US Electoral System
773	The electoral college should not be given too much priority.	0.35000000000000003	US Electoral System
769	Electoral system is unfair.	0.34883720930232553	US Electoral System
821	Electoral college  directs more power to the states.	0.34883720930232553	US Electoral System
858	Electoral college directs more power to the states.	0.3469387755102041	US Electoral System
754	The Electoral System is too complicated and dissuades people from voting.	0.3333333333333333	US Electoral System
702	The electoral college should not be as important at it is.	0.3333333333333333	US Electoral System
824	Electoral system is unfair	0.3191489361702127	US Electoral System
730	Small states and swing states get more power through the current system.	0.3125	US Electoral System
687	Electoral system has a loophole that is being abused.	0.3061224489795918	US Electoral System
783	We should have more than two big parties.	0.30000000000000004	US Electoral System
803	Electoral college is too complicated and dissuades people from voting.	0.30000000000000004	US Electoral System
690	The electoral system are the ideals set forth in the U.S. Constitution.	0.2765957446808511	US Electoral System
780	All elections should be based on one vote only.	0.2692307692307692	US Electoral System
785	All state should not use electoral system because its not the people's choice	0.2682926829268293	US Electoral System
696	It is difficult to transfer the vote information of the overseas.	0.2549019607843137	US Electoral System
812	Gerrymandering is immoral and unethical although politically useful.	0.25	US Electoral System
719	All state should not use electoral system because its not the people's choice.	0.25	US Electoral System
727	Electoral college facilitates a two-party system.	0.23404255319148937	US Electoral System
790	Elections should be obased on popular vote	0.23404255319148937	US Electoral System
830	Requiring photo ids to vote will place a burden on seniors, the poor, immigrants and lower socio economic groups.	0.22448979591836737	US Electoral System
857	The us citizens should have a database of all overseas citizens.	0.22222222222222227	US Electoral System
707	the electoral college should not be as important	0.21052631578947367	US Electoral System
828	Election should be base on interest.	0.20930232558139533	US Electoral System
768	We should look at other contries to improve our system.	0.19999999999999996	US Electoral System
813	Gerrymandering is unfair	0.19999999999999996	US Electoral System
760	Swing states are too powerful.	0.19999999999999996	US Electoral System
876	No one outside the us should be allowed to vote for our president.	0.19148936170212766	US Electoral System
870	Swing states are no more important than other states in the current system.	0.16666666666666669	US Electoral System
816	Compulsory voting should be implemented.	0.15999999999999998	US Electoral System
836	There needs to be a buffer between population and the selection of a President.	0.13725490196078427	US Electoral System
864	Popular vote should never be used as a determining factor because it give total control of the country to large coastal states.	0.1282051282051282	US Electoral System
742	The electoral college is corrupt.	0.1282051282051282	US Electoral System
747	The electoral college is a well tooled method of equalizing population swing in the united states with regard to voting impact.	0.125	US Electoral System
795	Small states and swing states get more power.	0.09523809523809529	US Electoral System
817	The 2016 election was not hacked.	0.08333333333333331	US Electoral System
860	Foreign people should not be allowed to vote	0.08108108108108109	US Electoral System
724	The Electoral college is not for overseas regions	0.07692307692307687	US Electoral System
751	It maintains balance in  popular sovereignty	0.05882352941176472	US Electoral System
738	Our good electoral system puts US as a world example.	0.025641025641025605	US Electoral System
804	Popular vote should never be used as a determining factor because it give total control of the country to large coastal states	0.019607843137254888	US Electoral System
776	The electoral college protects minority interests.	-0.0222222222222222	US Electoral System
711	Electoral college maintains balance in popular sovereignty.	-0.025641025641025605	US Electoral System
765	It is difficult to send the vote information of the overseas	-0.030303030303030276	US Electoral System
847	Electoral college protects minority.	-0.05555555555555558	US Electoral System
851	Electoral college directs more power to smaller states.	-0.06666666666666665	US Electoral System
854	Compulsory voting should be implemented	-0.07692307692307687	US Electoral System
779	The elections are rigged.	-0.09523809523809529	US Electoral System
829	Only U.S. citizens living in the 50 states should be allowed to vote.	-0.10000000000000003	US Electoral System
741	Requiring an ID to vote will make voting more difficult for people below the poverty line.	-0.10526315789473689	US Electoral System
699	We can be proud how the voting results are determined in the USA.	-0.1063829787234043	US Electoral System
689	Dont let celebrities run for elections.	-0.1891891891891892	US Electoral System
767	The voting age should be changed to 16.	-0.1891891891891892	US Electoral System
863	Foreign people should be allowed to vote if they are in the US for over a year.	-0.2272727272727273	US Electoral System
800	The popular vote would not be a better way to decide elections.	-0.2727272727272727	US Electoral System
716	The voting age should be changed to 16	-0.3469387755102041	US Electoral System
770	Gerrymandering is a valid system.	-0.4761904761904762	US Electoral System
737	Voting for an independent candidate only ensures that the Republican will win.	-0.510204081632653	US Electoral System
948	Legal immigration has brought some great scientists to the United States.	0.9565217391304348	US Immigration
997	A person in need should not be denied help and life regardless of where they are from.	0.9199999999999999	US Immigration
1004	Migrants have a positive impact on the economy.	0.9111111111111112	US Immigration
996	Immigration has always been a part of america.	0.9090909090909092	US Immigration
895	Legal immigration provides increased diversity.	0.9090909090909092	US Immigration
914	The immigration program needs to be reformed.	0.9047619047619047	US Immigration
1005	The U.S. is a melting pot of cultures.	0.8974358974358974	US Immigration
950	Immigrants are known for working cheaper.	0.8666666666666667	US Immigration
931	Some immigrants possess important skills that our country needs.	0.8604651162790697	US Immigration
928	Immigrants are good for US.	0.8571428571428572	US Immigration
917	Immigrants have a right to be protected.	0.853658536585366	US Immigration
908	Immigrants should be able to come to the USA for better opportunities.	0.8400000000000001	US Immigration
1013	Immigrants have a positive impact in the economy.	0.8297872340425532	US Immigration
891	Immigrants are willing to do work that most Americans don't want to do, at a lower cost to the employer.	0.826086956521739	US Immigration
987	Skilled migration workers are needed.	0.8235294117647058	US Immigration
886	Some immigrants come seeking better education and they should not be deprived.	0.8139534883720929	US Immigration
905	Background checks must be performed on immigrants.	0.803921568627451	US Immigration
941	Immigrants create multiculturalism.	0.8	US Immigration
982	There are immigrants who make great collaborations with the country.	0.7959183673469388	US Immigration
894	All immigrants should have a detailed background check.	0.7959183673469388	US Immigration
956	US should hire skilled immigrants.	0.7872340425531914	US Immigration
1014	Immigration needs to be done legally only.	0.7777777777777777	US Immigration
1003	Multiculturalism is desirable.	0.7777777777777777	US Immigration
983	There should be a way that illegal immigrants can become legalized.	0.7727272727272727	US Immigration
961	Immigrants must pass certain background checks including crime record.	0.7692307692307692	US Immigration
967	Immigration does not change national identity of a country built on immigrants.	0.7674418604651163	US Immigration
916	Immigration should be legal and orderly.	0.7647058823529411	US Immigration
926	Immigrants take work no one else wants.	0.76	US Immigration
923	Diversity is something that a lot of companies value.	0.7446808510638299	US Immigration
969	Our country was founded o the principle of encouraging immigration.	0.7333333333333334	US Immigration
943	Legal immigrants contribute to society.	0.7297297297297298	US Immigration
1010	The country must monitor the borders.	0.7254901960784315	US Immigration
949	Legal status would boost the economy.	0.7142857142857142	US Immigration
910	Refugees should be helped.	0.7142857142857142	US Immigration
984	Increased diversity results in a better America.	0.7142857142857142	US Immigration
893	Immigrants provide a valuable diversity.	0.7083333333333333	US Immigration
911	The US must be responsible to their own citizens first.	0.7073170731707317	US Immigration
951	Immigrants bring positive things to the country.	0.7021276595744681	US Immigration
909	Allowing people to becoming legal citizens should be first step in revising the immigration system.	0.7021276595744681	US Immigration
976	At times they help in the progress of the country.	0.6956521739130435	US Immigration
945	People immigrating from other countries should be loyal to america if they are living here.	0.6799999999999999	US Immigration
889	Immigrants should be treated better at the borders.	0.6799999999999999	US Immigration
999	Immigrants contribute to the work force when they come to the country the right way.	0.6799999999999999	US Immigration
966	States must be responsible to their own citizens first.	0.6799999999999999	US Immigration
962	Immigration provides cultural growth.	0.6744186046511629	US Immigration
955	Undocumented aliens are willing to take all kinds of jobs.	0.6744186046511629	US Immigration
947	Immigration should be controlled to prevent overcrowding in the USA.	0.6666666666666667	US Immigration
944	We are all the descendants of immigrants.	0.6666666666666667	US Immigration
896	Immigrants have a postivie impact on the economy.	0.6585365853658536	US Immigration
998	Immigrants are good for US economy.	0.6521739130434783	US Immigration
922	US immigration helps the economy.	0.6499999999999999	US Immigration
942	Immigrants who commit a serious crime should be permanently expelled.	0.6470588235294117	US Immigration
964	Immigration built the US.	0.6326530612244898	US Immigration
890	Inclusion should be facilitated for immigrants.	0.6086956521739131	US Immigration
963	Not everyone must be elegible for Immigration.	0.607843137254902	US Immigration
913	Immigrants should be treated like citizens of the country.	0.6000000000000001	US Immigration
960	Allowing immigrants into the country makes for a more skilled labor force.	0.5925925925925926	US Immigration
973	The government has to destinate some fund to help immigrants.	0.5918367346938775	US Immigration
906	Immigrants helps boost US economy.	0.5918367346938775	US Immigration
992	Migrant workers contribute to our economy via business ventures and as employees.	0.5909090909090908	US Immigration
975	Legal immigration should be promoted.	0.5849056603773586	US Immigration
915	Immigration must be regularized.	0.5833333333333333	US Immigration
988	Legal immigration is important for low paying jobs that Americans do not want.	0.5769230769230769	US Immigration
907	Immigrants should come into the US legally only.	0.5714285714285714	US Immigration
1007	We should take hard measures to enforce immigration laws.	0.5609756097560976	US Immigration
920	Immigration is what made us what it is today.	0.5510204081632653	US Immigration
994	Immigration makes US more attractive to tourists.	0.5454545454545454	US Immigration
979	Our national and economic security depend on requiring people who are living and working here illegally to come forward and get right with the law.	0.5348837209302326	US Immigration
985	Paths to legal immigration should be simplified.	0.5319148936170213	US Immigration
957	Inmigration have a positive impact in the rise of economy.	0.5217391304347827	US Immigration
958	Immigrants visas should be constantly evaluated and revised.	0.5217391304347827	US Immigration
939	Illegal immigration should be banned.	0.5135135135135136	US Immigration
934	Bans against immigration are really just fronts for prejudice.	0.510204081632653	US Immigration
887	European countries are experiencing problems with refugee immigrants.	0.5	US Immigration
993	Immigrants are what makes this country what it is.	0.5	US Immigration
990	States must be responsible for everyone present, not just citizens.	0.5	US Immigration
